GENE_NAME	BLAST_ID	CONTIG	START	STOP	FRAMESHIFTS_BLAST	INFRAME_STOPS_BLAST	FRAMESHIFTS_MINIPROT	INFRAME_STOPS_MINIPROT	EXON	CONTIG_TYPE	GENE_TYPE	ANNOTATION	HAP	SPECIES
OH_1_hap1_JBHOIK010000223.1_66672-66952:-_OH_1_hap1_JBHOIK010000223.1_68527-68793:-	OH_1_hap1_JBHOIK010000223.1_68527-68793:-	OH_1_hap1_JBHOIK010000223.1	68527	68793	0	0	NA	NA	EXON2	Uncertain	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap1	HF_E
OH_1_hap1_JBHOIK010000253.1_135845-136128:.	OH_1_hap1_JBHOIK010000253.1_135845-136128:.	OH_1_hap1_JBHOIK010000253.1	135845	136128	0	0	NA	NA	EXON3	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap1	HF_E
OH_1_hap1_JBHOIK010000253.1_139267-139547:-_OH_1_hap1_JBHOIK010000253.1_141116-141382:-	OH_1_hap1_JBHOIK010000253.1_139267-139547:-	OH_1_hap1_JBHOIK010000253.1	139267	139547	0	0	NA	NA	EXON3	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap1	HF_E
OH_1_hap1_JBHOIK010000253.1_139267-139547:-_OH_1_hap1_JBHOIK010000253.1_141116-141382:-	OH_1_hap1_JBHOIK010000253.1_141116-141382:-	OH_1_hap1_JBHOIK010000253.1	141116	141382	0	0	NA	NA	EXON2	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap1	HF_E
OH_1_hap1_JBHOIK010000253.1_143764-144044:-_OH_1_hap1_JBHOIK010000253.1_145604-145870:-	OH_1_hap1_JBHOIK010000253.1_143764-144044:-	OH_1_hap1_JBHOIK010000253.1	143764	144044	0	0	NA	NA	EXON3	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap1	HF_E
OH_1_hap1_JBHOIK010000253.1_143764-144044:-_OH_1_hap1_JBHOIK010000253.1_145604-145870:-	OH_1_hap1_JBHOIK010000253.1_145604-145870:-	OH_1_hap1_JBHOIK010000253.1	145604	145870	0	0	NA	NA	EXON2	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap1	HF_E
OH_1_hap2_JBHOIL010000121.1_410959-411225:._OH_1_hap2_JBHOIL010000121.1_411903-412180:.	OH_1_hap2_JBHOIL010000121.1_410959-411225:.	OH_1_hap2_JBHOIL010000121.1	410959	411225	0	0	NA	NA	EXON2	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_410959-411225:._OH_1_hap2_JBHOIL010000121.1_411903-412180:.	OH_1_hap2_JBHOIL010000121.1_411903-412180:.	OH_1_hap2_JBHOIL010000121.1	411903	412180	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_443706-443973:-	OH_1_hap2_JBHOIL010000121.1_443706-443973:-	OH_1_hap2_JBHOIL010000121.1	443706	443973	1	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_453053-453326:.	OH_1_hap2_JBHOIL010000121.1_453053-453326:.	OH_1_hap2_JBHOIL010000121.1	453053	453326	1	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1151077-1151357:-	OH_1_hap2_JBHOIL010000121.1_1151077-1151357:-	OH_1_hap2_JBHOIL010000121.1	1151077	1151357	3	0	0	0	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1173712-1173980:-	OH_1_hap2_JBHOIL010000121.1_1173712-1173980:-	OH_1_hap2_JBHOIL010000121.1	1173712	1173980	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1274809-1275074:.	OH_1_hap2_JBHOIL010000121.1_1274809-1275074:.	OH_1_hap2_JBHOIL010000121.1	1274809	1275074	1	0	0	0	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1297952-1298230:-_OH_1_hap2_JBHOIL010000121.1_1299011-1299279:-	OH_1_hap2_JBHOIL010000121.1_1297952-1298230:-	OH_1_hap2_JBHOIL010000121.1	1297952	1298230	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1297952-1298230:-_OH_1_hap2_JBHOIL010000121.1_1299011-1299279:-	OH_1_hap2_JBHOIL010000121.1_1299011-1299279:-	OH_1_hap2_JBHOIL010000121.1	1299011	1299279	1	0	1	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1320657-1320935:-	OH_1_hap2_JBHOIL010000121.1_1320657-1320935:-	OH_1_hap2_JBHOIL010000121.1	1320657	1320935	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1344637-1344913:-	OH_1_hap2_JBHOIL010000121.1_1344637-1344913:-	OH_1_hap2_JBHOIL010000121.1	1344637	1344913	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1367648-1367924:-	OH_1_hap2_JBHOIL010000121.1_1367648-1367924:-	OH_1_hap2_JBHOIL010000121.1	1367648	1367924	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1397169-1397445:-_OH_1_hap2_JBHOIL010000121.1_1398225-1398493:-	OH_1_hap2_JBHOIL010000121.1_1397169-1397445:-	OH_1_hap2_JBHOIL010000121.1	1397169	1397445	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1397169-1397445:-_OH_1_hap2_JBHOIL010000121.1_1398225-1398493:-	OH_1_hap2_JBHOIL010000121.1_1398225-1398493:-	OH_1_hap2_JBHOIL010000121.1	1398225	1398493	1	0	0	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1460350-1460628:-	OH_1_hap2_JBHOIL010000121.1_1460350-1460628:-	OH_1_hap2_JBHOIL010000121.1	1460350	1460628	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1483949-1484225:-	OH_1_hap2_JBHOIL010000121.1_1483949-1484225:-	OH_1_hap2_JBHOIL010000121.1	1483949	1484225	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1547985-1548265:-	OH_1_hap2_JBHOIL010000121.1_1547985-1548265:-	OH_1_hap2_JBHOIL010000121.1	1547985	1548265	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1608191-1608459:._OH_1_hap2_JBHOIL010000121.1_1609239-1609515:.	OH_1_hap2_JBHOIL010000121.1_1608191-1608459:.	OH_1_hap2_JBHOIL010000121.1	1608191	1608459	1	0	1	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1608191-1608459:._OH_1_hap2_JBHOIL010000121.1_1609239-1609515:.	OH_1_hap2_JBHOIL010000121.1_1609239-1609515:.	OH_1_hap2_JBHOIL010000121.1	1609239	1609515	4	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1646580-1646858:-_OH_1_hap2_JBHOIL010000121.1_1647637-1647905:-	OH_1_hap2_JBHOIL010000121.1_1646580-1646858:-	OH_1_hap2_JBHOIL010000121.1	1646580	1646858	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1646580-1646858:-_OH_1_hap2_JBHOIL010000121.1_1647637-1647905:-	OH_1_hap2_JBHOIL010000121.1_1647637-1647905:-	OH_1_hap2_JBHOIL010000121.1	1647637	1647905	1	0	0	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1669660-1669936:-	OH_1_hap2_JBHOIL010000121.1_1669660-1669936:-	OH_1_hap2_JBHOIL010000121.1	1669660	1669936	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1721402-1721685:-	OH_1_hap2_JBHOIL010000121.1_1721402-1721685:-	OH_1_hap2_JBHOIL010000121.1	1721402	1721685	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1799603-1799879:-_OH_1_hap2_JBHOIL010000121.1_1800678-1800946:-	OH_1_hap2_JBHOIL010000121.1_1799603-1799879:-	OH_1_hap2_JBHOIL010000121.1	1799603	1799879	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1799603-1799879:-_OH_1_hap2_JBHOIL010000121.1_1800678-1800946:-	OH_1_hap2_JBHOIL010000121.1_1800678-1800946:-	OH_1_hap2_JBHOIL010000121.1	1800678	1800946	1	0	1	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1878213-1878495:.	OH_1_hap2_JBHOIL010000121.1_1878213-1878495:.	OH_1_hap2_JBHOIL010000121.1	1878213	1878495	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1934290-1934572:.	OH_1_hap2_JBHOIL010000121.1_1934290-1934572:.	OH_1_hap2_JBHOIL010000121.1	1934290	1934572	2	0	0	0	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_1988740-1989021:-	OH_1_hap2_JBHOIL010000121.1_1988740-1989021:-	OH_1_hap2_JBHOIL010000121.1	1988740	1989021	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2011587-2011866:-_OH_1_hap2_JBHOIL010000121.1_2012646-2012914:-	OH_1_hap2_JBHOIL010000121.1_2011587-2011866:-	OH_1_hap2_JBHOIL010000121.1	2011587	2011866	2	0	2	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2011587-2011866:-_OH_1_hap2_JBHOIL010000121.1_2012646-2012914:-	OH_1_hap2_JBHOIL010000121.1_2012646-2012914:-	OH_1_hap2_JBHOIL010000121.1	2012646	2012914	1	0	2	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2062726-2063007:-	OH_1_hap2_JBHOIL010000121.1_2062726-2063007:-	OH_1_hap2_JBHOIL010000121.1	2062726	2063007	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2309954-2310235:-	OH_1_hap2_JBHOIL010000121.1_2309954-2310235:-	OH_1_hap2_JBHOIL010000121.1	2309954	2310235	3	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2332876-2333152:-	OH_1_hap2_JBHOIL010000121.1_2332876-2333152:-	OH_1_hap2_JBHOIL010000121.1	2332876	2333152	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2355688-2355964:-	OH_1_hap2_JBHOIL010000121.1_2355688-2355964:-	OH_1_hap2_JBHOIL010000121.1	2355688	2355964	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2437499-2437780:-	OH_1_hap2_JBHOIL010000121.1_2437499-2437780:-	OH_1_hap2_JBHOIL010000121.1	2437499	2437780	2	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2460956-2461234:-	OH_1_hap2_JBHOIL010000121.1_2460956-2461234:-	OH_1_hap2_JBHOIL010000121.1	2460956	2461234	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2482638-2482917:-_OH_1_hap2_JBHOIL010000121.1_2483697-2483965:-	OH_1_hap2_JBHOIL010000121.1_2482638-2482917:-	OH_1_hap2_JBHOIL010000121.1	2482638	2482917	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2482638-2482917:-_OH_1_hap2_JBHOIL010000121.1_2483697-2483965:-	OH_1_hap2_JBHOIL010000121.1_2483697-2483965:-	OH_1_hap2_JBHOIL010000121.1	2483697	2483965	1	0	0	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2505908-2506184:-	OH_1_hap2_JBHOIL010000121.1_2505908-2506184:-	OH_1_hap2_JBHOIL010000121.1	2505908	2506184	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2548284-2548562:-	OH_1_hap2_JBHOIL010000121.1_2548284-2548562:-	OH_1_hap2_JBHOIL010000121.1	2548284	2548562	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2571745-2572021:-	OH_1_hap2_JBHOIL010000121.1_2571745-2572021:-	OH_1_hap2_JBHOIL010000121.1	2571745	2572021	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2635745-2636025:-	OH_1_hap2_JBHOIL010000121.1_2635745-2636025:-	OH_1_hap2_JBHOIL010000121.1	2635745	2636025	3	0	0	0	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2808295-2808573:-	OH_1_hap2_JBHOIL010000121.1_2808295-2808573:-	OH_1_hap2_JBHOIL010000121.1	2808295	2808573	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2832153-2832429:-_OH_1_hap2_JBHOIL010000121.1_2833209-2833477:-	OH_1_hap2_JBHOIL010000121.1_2832153-2832429:-	OH_1_hap2_JBHOIL010000121.1	2832153	2832429	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2832153-2832429:-_OH_1_hap2_JBHOIL010000121.1_2833209-2833477:-	OH_1_hap2_JBHOIL010000121.1_2833209-2833477:-	OH_1_hap2_JBHOIL010000121.1	2833209	2833477	1	0	1	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_2855296-2855572:-	OH_1_hap2_JBHOIL010000121.1_2855296-2855572:-	OH_1_hap2_JBHOIL010000121.1	2855296	2855572	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_3102737-3103013:-	OH_1_hap2_JBHOIL010000121.1_3102737-3103013:-	OH_1_hap2_JBHOIL010000121.1	3102737	3103013	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_3126212-3126490:-_OH_1_hap2_JBHOIL010000121.1_3127270-3127538:-	OH_1_hap2_JBHOIL010000121.1_3126212-3126490:-	OH_1_hap2_JBHOIL010000121.1	3126212	3126490	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_3126212-3126490:-_OH_1_hap2_JBHOIL010000121.1_3127270-3127538:-	OH_1_hap2_JBHOIL010000121.1_3127270-3127538:-	OH_1_hap2_JBHOIL010000121.1	3127270	3127538	1	0	1	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_3209449-3209725:-_OH_1_hap2_JBHOIL010000121.1_3210504-3210772:-	OH_1_hap2_JBHOIL010000121.1_3209449-3209725:-	OH_1_hap2_JBHOIL010000121.1	3209449	3209725	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_3209449-3209725:-_OH_1_hap2_JBHOIL010000121.1_3210504-3210772:-	OH_1_hap2_JBHOIL010000121.1_3210504-3210772:-	OH_1_hap2_JBHOIL010000121.1	3210504	3210772	1	0	0	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_3254515-3254791:-	OH_1_hap2_JBHOIL010000121.1_3254515-3254791:-	OH_1_hap2_JBHOIL010000121.1	3254515	3254791	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_3277270-3277546:-_OH_1_hap2_JBHOIL010000121.1_3278336-3278604:-	OH_1_hap2_JBHOIL010000121.1_3277270-3277546:-	OH_1_hap2_JBHOIL010000121.1	3277270	3277546	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_3277270-3277546:-_OH_1_hap2_JBHOIL010000121.1_3278336-3278604:-	OH_1_hap2_JBHOIL010000121.1_3278336-3278604:-	OH_1_hap2_JBHOIL010000121.1	3278336	3278604	1	0	0	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000121.1_3329899-3330180:-	OH_1_hap2_JBHOIL010000121.1_3329899-3330180:-	OH_1_hap2_JBHOIL010000121.1	3329899	3330180	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000219.1_294306-294572:._OH_1_hap2_JBHOIL010000219.1_296147-296427:.	OH_1_hap2_JBHOIL010000219.1_294306-294572:.	OH_1_hap2_JBHOIL010000219.1	294306	294572	0	0	NA	NA	EXON2	Uncertain	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000219.1_294306-294572:._OH_1_hap2_JBHOIL010000219.1_296147-296427:.	OH_1_hap2_JBHOIL010000219.1_296147-296427:.	OH_1_hap2_JBHOIL010000219.1	296147	296427	0	0	NA	NA	EXON3	Uncertain	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000219.1_299607-299873:-	OH_1_hap2_JBHOIL010000219.1_299607-299873:-	OH_1_hap2_JBHOIL010000219.1	299607	299873	0	0	NA	NA	EXON2	Uncertain	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000219.1_302050-302330:-_OH_1_hap2_JBHOIL010000219.1_303054-303320:-	OH_1_hap2_JBHOIL010000219.1_302050-302330:-	OH_1_hap2_JBHOIL010000219.1	302050	302330	0	0	NA	NA	EXON3	Uncertain	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000219.1_302050-302330:-_OH_1_hap2_JBHOIL010000219.1_303054-303320:-	OH_1_hap2_JBHOIL010000219.1_303054-303320:-	OH_1_hap2_JBHOIL010000219.1	303054	303320	0	0	NA	NA	EXON2	Uncertain	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000239.1_143280-143546:._OH_1_hap2_JBHOIL010000239.1_145106-145386:.	OH_1_hap2_JBHOIL010000239.1_143280-143546:.	OH_1_hap2_JBHOIL010000239.1	143280	143546	0	0	NA	NA	EXON2	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000239.1_143280-143546:._OH_1_hap2_JBHOIL010000239.1_145106-145386:.	OH_1_hap2_JBHOIL010000239.1_145106-145386:.	OH_1_hap2_JBHOIL010000239.1	145106	145386	0	0	NA	NA	EXON3	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000239.1_147768-148034:._OH_1_hap2_JBHOIL010000239.1_149603-149883:.	OH_1_hap2_JBHOIL010000239.1_147768-148034:.	OH_1_hap2_JBHOIL010000239.1	147768	148034	0	0	NA	NA	EXON2	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000239.1_147768-148034:._OH_1_hap2_JBHOIL010000239.1_149603-149883:.	OH_1_hap2_JBHOIL010000239.1_149603-149883:.	OH_1_hap2_JBHOIL010000239.1	149603	149883	0	0	NA	NA	EXON3	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000239.1_153003-153283:-_OH_1_hap2_JBHOIL010000239.1_154817-155083:-	OH_1_hap2_JBHOIL010000239.1_153003-153283:-	OH_1_hap2_JBHOIL010000239.1	153003	153283	0	0	NA	NA	EXON3	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_1_hap2_JBHOIL010000239.1_153003-153283:-_OH_1_hap2_JBHOIL010000239.1_154817-155083:-	OH_1_hap2_JBHOIL010000239.1_154817-155083:-	OH_1_hap2_JBHOIL010000239.1	154817	155083	0	0	NA	NA	EXON2	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	OH_1_hap2	HF_E
OH_2_hap1_JBHOII010000105.1_31368-31635:-	OH_2_hap1_JBHOII010000105.1_31368-31635:-	OH_2_hap1_JBHOII010000105.1	31368	31635	1	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_2_hap1	HF_E
OH_2_hap1_JBHOII010000105.1_40715-40987:.	OH_2_hap1_JBHOII010000105.1_40715-40987:.	OH_2_hap1_JBHOII010000105.1	40715	40987	1	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_2_hap1	HF_E
OH_2_hap1_JBHOII010000105.1_713537-713805:._OH_2_hap1_JBHOII010000105.1_714585-714863:.	OH_2_hap1_JBHOII010000105.1_713537-713805:.	OH_2_hap1_JBHOII010000105.1	713537	713805	1	0	0	2	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_2_hap1	HF_E
OH_2_hap1_JBHOII010000105.1_713537-713805:._OH_2_hap1_JBHOII010000105.1_714585-714863:.	OH_2_hap1_JBHOII010000105.1_714585-714863:.	OH_2_hap1_JBHOII010000105.1	714585	714863	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_2_hap1	HF_E
OH_2_hap1_JBHOII010000105.1_714585-714863:._OH_2_hap1_JBHOII010000105.1_736704-736972:.	OH_2_hap1_JBHOII010000105.1_736704-736972:.	OH_2_hap1_JBHOII010000105.1	736704	736972	1	0	0	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_2_hap1	HF_E
OH_2_hap1_JBHOII010000105.1_736704-736972:._OH_2_hap1_JBHOII010000105.1_737752-738030:.	OH_2_hap1_JBHOII010000105.1_737752-738030:.	OH_2_hap1_JBHOII010000105.1	737752	738030	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_2_hap1	HF_E
OH_2_hap1_JBHOII010000105.1_761515-761782:.	OH_2_hap1_JBHOII010000105.1_761515-761782:.	OH_2_hap1_JBHOII010000105.1	761515	761782	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	OH_2_hap1	HF_E
OH_2_hap1_JBHOII010000105.1_1022482-1022758:-	OH_2_hap1_JBHOII010000105.1_1022482-1022758:-	OH_2_hap1_JBHOII010000105.1	1022482	1022758	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_2_hap1	HF_E
OH_2_hap1_JBHOII010000105.1_1053094-1053370:-_OH_2_hap1_JBHOII010000105.1_1054150-1054418:-	OH_2_hap1_JBHOII010000105.1_1053094-1053370:-	OH_2_hap1_JBHOII010000105.1	1053094	1053370	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_2_hap1	HF_E
OH_2_hap1_JBHOII010000105.1_1053094-1053370:-_OH_2_hap1_JBHOII010000105.1_1054150-1054418:-	OH_2_hap1_JBHOII010000105.1_1054150-1054418:-	OH_2_hap1_JBHOII010000105.1	1054150	1054418	1	0	0	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_2_hap1	HF_E
OH_2_hap1_JBHOII010000105.1_1121990-1122266:-	OH_2_hap1_JBHOII010000105.1_1121990-1122266:-	OH_2_hap1_JBHOII010000105.1	1121990	1122266	3	0	2	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_2_hap1	HF_E
OH_2_hap1_JBHOII010000105.1_1144831-1145107:-_OH_2_hap1_JBHOII010000105.1_1145887-1146155:-	OH_2_hap1_JBHOII010000105.1_1144831-1145107:-	OH_2_hap1_JBHOII010000105.1	1144831	1145107	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	OH_2_hap1	HF_E
